start_address,end_address,duration_text,duration_value,distance_text,distance_value,data,dia,tempo,maxima,minima,iuv,tempo_desc
"Av. Paulista, São Paulo - SP, Brazil","Pinheiros, São Paulo - State of São Paulo, Brazil",26 mins,1531,4.3 km,4340,2025-09-12,,,,,,
