start_address,end_address,duration_text,duration_value,distance_text,distance_value,data,dia,tempo,maxima,minima,iuv,tempo_desc
"Av. Paulista, São Paulo - SP, Brazil","Pinheiros, São Paulo - State of São Paulo, Brazil",16 mins,974,4.5 km,4457,2025-09-11,,,,,,
